"year","multyear","sample","serial","cbserial","numprec","hhwt","cluster","stateicp","puma","city","strata","gq","gqtype","gqtyped","ownershp","ownershpd","mortgage","owncost","rentgrs","hhincome","valueh","rooms","unitsstr","pernum","perwt","famsize","age","race","raced","hispan","hispand","ancestr1","ancestr1d","citizen","speakeng","tribe","tribed","hcovany","school","educ","educd","gradeatt","gradeattd","schltype","empstat","empstatd","labforce","occ","ind","poverty","stateicp_f","puma_f","city_f","strata_f","gq_f","gqtype_f","gqtyped_f","ownershp_f","ownershpd_f","mortgage_f","owncost_f","rentgrs_f","hhincome_f","valueh_f","rooms_f","unitsstr_f","pernum_f","perwt_f","famsize_f","age_f","race_f","raced_f","hispan_f","hispand_f","ancestr1_f","ancestr1d_f","citizen_f","speakeng_f","tribe_f","tribed_f","hcovany_f","school_f","educ_f","educd_f","gradeatt_f","gradeattd_f","schltype_f","empstat_f","empstatd_f","labforce_f","occ_f","ind_f","poverty_f"
2012,2008,201205,1921191,2008000003779,2,18,2012019211915,21,3515,1190,351517,1,0,0,1,13,3,1515,0,16219,285000,12,5,2,28,2,61,2,200,0,0,902,9020,0,3,0,0,1,2,6,65,6,60,3,2,20,2,4610,9290,119,"Illinois","3515","Chicago, IL","351517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1515","N/A","16219","285000","12","2-family building","2","28","2 family members present","61","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","Grade 12","Some college, but less than 1 year","College undergraduate","College undergraduate","Private school (1960,1990-2000,ACS,PRCS)","Unemployed","Unemployed","Yes, in the labor force","4610","9290","119"
2012,2008,201205,1921192,2008000003803,2,12,2012019211925,21,3513,1190,351317,1,0,0,2,22,0,99999,875,46949,9999999,4,6,1,12,2,32,1,100,0,0,51,511,0,3,0,0,2,1,10,101,0,0,1,1,10,2,2020,9170,311,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","875","46949","N/A","4","3-4 family building","1","12","2 family members present","32","White","White","Not Hispanic","Not Hispanic","Italian","Italian (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","2020","9170","311"
2012,2008,201205,1921192,2008000003803,2,12,2012019211925,21,3513,1190,351317,1,0,0,2,22,0,99999,875,46949,9999999,4,6,2,14,2,34,7,700,2,200,261,2610,0,4,0,0,1,1,7,71,0,0,1,2,20,2,4760,4670,311,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","875","46949","N/A","4","3-4 family building","2","14","2 family members present","34","Other race, nec","Other race, n.e.c.","Puerto Rican","Puerto Rican","Puerto Rican","Puerto Rican","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","4760","4670","311"
2012,2008,201205,1921193,2008000003822,1,36,2012019211935,21,3510,1190,351017,1,0,0,2,22,0,99999,320,8429,9999999,2,10,1,36,1,71,2,200,0,0,900,9001,0,3,0,0,2,1,4,40,0,0,1,3,30,1,0,0,78,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","320","8429","N/A","2","50+ family building","1","36","1 family member present","71","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Afro-American","Afro-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 10","Grade 10","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","78"
2012,2008,201205,1921201,2008000004304,1,38,2012019212015,21,3512,1190,351217,1,0,0,2,21,0,99999,0,26676,9999999,4,5,1,38,1,44,7,700,1,100,210,2101,3,6,0,0,1,1,2,26,0,0,1,1,10,2,6240,770,227,"Illinois","3512","Chicago, IL","351217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","No cash rent","N/A","Not in universe","N/A","26676","N/A","4","2-family building","1","38","1 family member present","44","Other race, nec","Other race, n.e.c.","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","6240","770","227"
2012,2008,201205,1921202,2008000004363,2,20,2012019212025,21,3506,1190,350617,1,0,0,1,12,1,388,0,64342,350000,5,3,1,20,2,75,1,100,0,0,32,321,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,472,"Illinois","3506","Chicago, IL","350617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","388","N/A","64342","$300,000 - 399,999","5","1-family house, detached","1","20","2 family members present","75","White","White","Not Hispanic","Not Hispanic","German","German (1990-2000, ACS/PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","472"
2012,2008,201205,1921202,2008000004363,2,20,2012019212025,21,3506,1190,350617,1,0,0,1,12,1,388,0,64342,350000,5,3,2,17,2,77,1,100,0,0,51,511,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,472,"Illinois","3506","Chicago, IL","350617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","388","N/A","64342","$300,000 - 399,999","5","1-family house, detached","2","17","2 family members present","77","White","White","Not Hispanic","Not Hispanic","Italian","Italian (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","472"
2012,2008,201205,1921205,2008000004418,1,11,2012019212055,21,3503,1190,350317,4,5,500,0,0,0,99999,0,9999999,9999999,0,0,1,11,1,93,1,100,0,0,996,9961,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,0,"Illinois","3503","Chicago, IL","350317","Other group quarters","Non-institutional GQ","Non-institutional group quarters","N/A","N/A","N/A","Not in universe","N/A","N/A ","N/A","N/A","N/A","1","11","1 family member present","93","White","White","Not Hispanic","Not Hispanic","Uncodable","Not Classified","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","N/A "
2012,2008,201205,1921216,2008000004683,1,47,2012019212165,21,3504,1190,350417,1,0,0,2,22,0,99999,971,67223,9999999,3,7,1,48,1,43,1,100,0,0,46,460,0,3,0,0,2,1,10,101,0,0,1,2,20,2,2920,6570,501,"Illinois","3504","Chicago, IL","350417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","971","67223","N/A","3","5-9 family building","1","48","1 family member present","43","White","White","Not Hispanic","Not Hispanic","Greek","Greek","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","2920","6570","501 percent or more of poverty threshold"
2012,2008,201205,1921220,2008000004776,2,14,2012019212205,21,3508,1190,350817,1,0,0,2,22,0,99999,896,46416,9999999,6,5,1,14,2,67,1,100,1,100,210,2101,0,4,0,0,2,1,7,71,0,0,1,3,30,1,0,0,341,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","896","46416","N/A","6","2-family building","1","14","2 family members present","67","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","341"
2012,2008,201205,1921220,2008000004776,2,14,2012019212205,21,3508,1190,350817,1,0,0,2,22,0,99999,896,46416,9999999,6,5,2,12,2,67,1,100,1,100,210,2101,2,5,0,0,2,1,7,71,0,0,1,3,30,1,0,0,341,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","896","46416","N/A","6","2-family building","2","12","2 family members present","67","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Naturalized citizen","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","341"
2012,2008,201205,1921231,2008000005169,2,47,2012019212315,21,3503,1190,350317,1,0,0,2,22,0,99999,1046,108303,9999999,3,7,1,46,2,27,1,100,0,0,50,500,0,3,0,0,1,2,6,65,6,60,3,2,20,2,5800,6370,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1046","108303","N/A","3","5-9 family building","1","46","2 family members present","27","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","Grade 12","Some college, but less than 1 year","College undergraduate","College undergraduate","Private school (1960,1990-2000,ACS,PRCS)","Unemployed","Unemployed","Yes, in the labor force","5800","6370","501 percent or more of poverty threshold"
2012,2008,201205,1921231,2008000005169,2,47,2012019212315,21,3503,1190,350317,1,0,0,2,22,0,99999,1046,108303,9999999,3,7,2,43,2,25,1,100,0,0,50,500,0,3,0,0,2,1,6,63,0,0,1,1,10,2,4110,8680,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1046","108303","N/A","3","5-9 family building","2","43","2 family members present","25","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4110","8680","501 percent or more of poverty threshold"
2012,2008,201205,1921233,2008000005189,2,18,2012019212335,21,3510,1190,351017,1,0,0,1,12,1,1830,0,62101,1400000,11,4,1,19,2,78,1,100,0,0,153,1530,0,3,0,0,2,1,11,116,0,0,1,3,30,1,10,2480,456,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","1830","N/A","62101","1400000","11","1-family house, attached","1","19","2 family members present","78","White","White","Not Hispanic","Not Hispanic","Slovak","Slovak","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Doctoral degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","2480","456"
2012,2008,201205,1921233,2008000005189,2,18,2012019212335,21,3510,1190,351017,1,0,0,1,12,1,1830,0,62101,1400000,11,4,2,20,2,60,1,100,0,0,50,500,0,3,0,0,2,1,11,114,0,0,1,1,10,2,5700,7270,456,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","1830","N/A","62101","1400000","11","1-family house, attached","2","20","2 family members present","60","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Master's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","5700","7270","456"
2012,2008,201205,1921247,2008000005497,1,11,2012019212475,21,3502,1190,350217,1,0,0,1,13,3,2353,0,81094,337000,6,8,1,12,1,27,1,100,0,0,142,1420,0,3,0,0,2,1,10,101,0,0,1,1,10,2,1410,7290,501,"Illinois","3502","Chicago, IL","350217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2353","N/A","81094","337000","6","10-19 family building","1","12","1 family member present","27","White","White","Not Hispanic","Not Hispanic","Polish","Polish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","1410","7290","501 percent or more of poverty threshold"
2012,2008,201205,1921248,2008000005501,2,19,2012019212485,21,3506,1190,350617,1,0,0,1,13,3,1168,0,56446,175000,6,3,1,19,2,72,1,100,1,100,210,2101,0,5,0,0,2,1,6,63,0,0,1,3,30,1,0,0,414,"Illinois","3506","Chicago, IL","350617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1168","N/A","56446","$150,000 - 199,999","6","1-family house, detached","1","19","2 family members present","72","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","414"
